Date,Cumulative
2024-09-12,1.290426
2024-09-13,1.277317
2024-09-27,1.279357
2024-09-30,1.279300
2024-10-02,1.271718
2024-10-10,1.274729
2024-10-16,1.265411
2024-10-22,1.272054
2024-10-23,1.277831
2024-10-24,1.271849
2024-11-05,1.268351
2024-11-07,1.277394
2024-11-11,1.275700
2024-11-12,1.274727
2024-11-14,1.271116
2024-11-21,1.261562
2024-11-25,1.268202
2024-11-27,1.279154
2024-11-28,1.275057
2024-12-03,1.266984
2024-12-04,1.272192
2024-12-05,1.267800
2024-12-06,1.267132
2024-12-09,1.271449
2024-12-12,1.273682
2024-12-16,1.272456
2024-12-17,1.283961
2024-12-18,1.285836
2024-12-19,1.279173
2024-12-20,1.277248
2024-12-23,1.277733
2024-12-25,1.278178
2024-12-30,1.273908
2025-01-07,1.255765
2025-01-23,1.247958
2025-01-24,1.249006
2025-01-27,1.245498
2025-01-28,1.254305
2025-01-29,1.254662
2025-01-31,1.252678
2025-02-03,1.259527
2025-02-04,1.258834
2025-02-05,1.263436
2025-02-07,1.262952
2025-02-12,1.254942
2025-02-14,1.248070
2025-02-21,1.248522
2025-02-25,1.258386
2025-02-27,1.244931
2025-03-04,1.237532
2025-03-05,1.235071
2025-03-06,1.231869
2025-03-10,1.229115
2025-03-11,1.222491
2025-03-12,1.215875
2025-03-17,1.212961
2025-03-25,1.221276
2025-03-28,1.226317
2025-03-31,1.236124
2025-04-01,1.242244
2025-04-07,1.201080
2025-04-08,1.190041
2025-04-09,1.204632
2025-04-10,1.207394
2025-04-14,1.212869
2025-04-16,1.226206
2025-04-25,1.227913
2025-04-30,1.223244
2025-05-01,1.228877
2025-05-02,1.242235
2025-05-09,1.226380
2025-05-19,1.235438
2025-05-20,1.225786
2025-05-21,1.231033
2025-05-22,1.231219
2025-05-27,1.221309
2025-05-28,1.222134
2025-06-03,1.217327
2025-06-13,1.225331
2025-06-16,1.230398
2025-06-20,1.229847
2025-06-23,1.236795
2025-06-24,1.234830
2025-06-25,1.240387
2025-06-26,1.241319
2025-06-27,1.238783
2025-07-02,1.239425
2025-07-07,1.240456
2025-07-08,1.229192
2025-07-09,1.230636
2025-07-11,1.223757
2025-07-15,1.217625
2025-07-16,1.217605
2025-07-17,1.216923
2025-07-18,1.219625
2025-07-23,1.206877
2025-07-28,1.211389
2025-07-30,1.216942
2025-07-31,1.215312
2025-08-01,1.226506
2025-08-04,1.224621
2025-08-05,1.224986
2025-08-06,1.215575
2025-08-08,1.217357
2025-08-12,1.214225
2025-08-13,1.216598
2025-08-19,1.228621
2025-08-20,1.232678
2025-09-04,1.237888
2025-09-05,1.239291
2025-09-09,1.246921
2025-09-11,1.244268
2025-09-12,1.242092
2025-09-17,1.243200
2025-09-22,1.228372
2025-09-24,1.228375
2025-09-26,1.233220
2025-10-01,1.238165
2025-10-02,1.220790
2025-10-03,1.225331
2025-10-08,1.211548
2025-10-09,1.206227
2025-10-10,1.217926
2025-10-14,1.230136
2025-10-17,1.238761
2025-10-20,1.224702
2025-10-28,1.237951
2025-10-29,1.242080
2025-10-30,1.231246
2025-10-31,1.240986
2025-11-05,1.257935
2025-11-12,1.259791
2025-11-14,1.263484
2025-11-19,1.278105
2025-11-25,1.287437
2025-11-26,1.286975
2025-11-27,1.282785
2025-12-04,1.266895
2025-12-10,1.270346
2025-12-11,1.272501
2025-12-12,1.278671
2025-12-15,1.263730
2025-12-16,1.250026
2025-12-19,1.251758
2025-12-23,1.247209
2025-12-24,1.248469
2025-12-25,1.242711
2025-12-30,1.248526
